"Id","Label","clade","size","BGCtype","complete","MAGhit","MAG","GCFnum"
"MO_035.c_5407.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_035.bin.20",266
"MO_035.c_541.region001","MO_035_c541_001","site2","1","terpene","NO","YES","MO_035.bin.9",3021
"MO_035.c_5967.region001","MO_035_c5967_001","site2","1","NRPS-like","NO","YES","MO_035.bin.26",774
"MO_035.c_598.region001","MO_035_c598_001","site2","1","terpene","NO","YES","MO_035.bin.27",269
"MO_035.c_6257.region001","MO_035_c6257_001","site2","1","T3PKS","NO","YES","MO_035.bin.14",270
"MO_035.c_6337.region001","MO_035_c6337_001","site2","1","NRPS","NO","NO","NA.",2669
"MO_035.c_6454.region001","MO_035_c6454_001","site2","1","T1PKS","NO","NO","NA.",3117
"MO_035.c_6480.region001","MO_035_c6480_001","site2","1","bacteriocin","NO","NO","NA.",970
"MO_035.c_719.region001","MO_035_c719_001","site2","1","NRPS-like","NO","YES","MO_035.bin.26",274
"MO_035.c_805.region001","MO_035_c805_001","site2","1","hserlactone","NO","NO","NA.",584
"MO_035.c_843.region001","MO_035_c843_001","site2","1","T1PKS","NO","YES","MO_035.bin.14",3145
"MO_035.c_877.region001","MO_035_c877_001","site2","1","hglE-KS","NO","YES","MO_035.bin.30",2644
"MO_035.c_892.region001","MO_035_c892_001","site2","1","NRPS","NO","NO","NA.",1284
"MO_035.c_895.region001","MO_035_c895_001","site2","1","terpene","NO","YES","MO_035.bin.16",2704
"MO_035.c_913.region001","MO_035_c913_001","site2","1","NRPS","NO","YES","MO_035.bin.26",519
"MO_035.c_955.region001","MO_035_c955_001","site2","1","hserlactone","NO","YES","MO_035.bin.9",1275
"MO_035.c_977.region001","MO_035_c977_001","site2","1","terpene","NO","YES","MO_035.bin.2",2015
"MO_035.c_988.region001","MO_035_c988_001","site2","1","hglE-KS","NO","YES","MO_035.bin.11",2644
"MO_039.c_3426.region001","MO_039_c3426_001","site2","1","NRPS","NO","NO","NA.",3080
"MO_039.c_3988.region001","MO_039_c3988_001","site2","1","NRPS","NO","NO","NA.",3092
"MO_039.c_40.region001","MO_039_c40_001","site2","1","terpene","NO","YES","MO_039.bin.7",286
"MO_042.c_1543.region001","MO_042_c1543_001","site2","1","T1PKS","NO","NO","NA.",287
"MO_042.c_1910.region001","MO_042_c1910_001","site2","1","NAGGN","NO","NO","NA.",1469
"MO_042.c_235.region001","MO_042_c235_001","site2","1","hglE-KS","NO","NO","NA.",1330
"MO_042.c_2559.region001","MO_042_c2559_001","site2","1","bacteriocin","NO","NO","NA.",1455
"MO_042.c_2989.region001","MO_042_c2989_001","site2","1","NRPS-like","NO","NO","NA.",855
"MO_042.c_3875.region001","MO_042_c3875_001","site2","1","betalactone","NO","NO","NA.",2394
"MO_042.c_4390.region001","MO_042_c4390_001","site2","1","T1PKS","NO","NO","NA.",1049
"MO_042.c_746.region001","MO_042_c746_001","site2","1","T1PKS","NO","NO","NA.",3092
"MO_042.c_755.region001","MO_042_c755_001","site2","1","terpene","NO","NO","NA.",1478
"MO_046.c_104.region001","MO_046_c104_001","site2","1","terpene","NO","YES","MO_046.bin.9",452
"MO_046.c_1044.region001","MO_046_c1044_001","site2","1","bacteriocin","NO","NO","NA.",221
"MO_046.c_1078.region001","MO_046_c1078_001","site2","1","terpene","NO","YES","MO_046.bin.12",1478
"MO_046.c_1190.region001","MO_046_c1190_001","site2","1","bacteriocin","NO","YES","MO_046.bin.5",637
"MO_046.c_1275.region001","NA.","NA.","NA.","NRPS-like","NO","NO","NA.",300
"MO_046.c_129.region001","MO_046_c129_001","site2","1","hglE-KS","NO","YES","MO_046.bin.8",3020
"MO_046.c_1365.region001","MO_046_c1365_001","site2","1","TfuA-related","NO","YES","MO_046.bin.9",765
"MO_046.c_1431.region001","MO_046_c1431_001","site2","1","NRPS","NO","YES","MO_046.bin.8",1761
"MO_046.c_154.region001","MO_046_c154_001","site2","1","phosphonate","NO","YES","MO_046.bin.6",123
"MO_046.c_1721.region001","MO_046_c1721_001","site2","1","hglE-KS","NO","YES","MO_046.bin.10",2930
"MO_046.c_178.region001","MO_046_c178_001","site2","1","resorcinol","NO","YES","MO_046.bin.9",891
"MO_046.c_1802.region001","NA.","NA.","NA.","terpene","NO","YES","MO_046.bin.3",307
"MO_046.c_1806.region001","NA.","NA.","NA.","LAP","NO","YES","MO_046.bin.8",308
"MO_046.c_199.region001","NA.","NA.","NA.","T3PKS","NO","NO","NA.",309
"MO_046.c_213.region001","MO_046_c213_001","site2","1","NRPS-like","NO","YES","MO_046.bin.8",1980
"MO_046.c_2139.region001","MO_046_c2139_001","site2","1","bacteriocin","NO","YES","MO_046.bin.3",311
"MO_046.c_218.region001","MO_046_c218_001","site2","1","terpene","NO","YES","MO_046.bin.9",763
"MO_046.c_2211.region001","MO_046_c2211_001","site2","1","bacteriocin","NO","YES","MO_046.bin.11",970
"MO_046.c_2430.region001","MO_046_c2430_001","site2","1","terpene","NO","YES","MO_046.bin.8",2009
"MO_046.c_2493.region001","MO_046_c2493_001","site2","1","bacteriocin","NO","YES","MO_046.bin.12",63
"MO_046.c_259.region001","MO_046_c259_001","site2","1","T1PKS","NO","YES","MO_046.bin.1",2992
"MO_046.c_2603.region001","NA.","NA.","NA.","lanthipeptide","NO","YES","MO_046.bin.8",317
"MO_046.c_2645.region001","MO_046_c2645_001","site2","1","T1PKS","NO","YES","MO_046.bin.1",982
"MO_046.c_2657.region001","MO_046_c2657_001","site2","1","NRPS-like","NO","YES","MO_046.bin.8",1891
"MO_046.c_2671.region001","MO_046_c2671_001","site2","1","NRPS","NO","NO","NA.",1139
"MO_046.c_2683.region001","MO_046_c2683_001","site2","1","bacteriocin","NO","YES","MO_046.bin.6",2786
"MO_046.c_2709.region001","MO_046_c2709_001","site2","1","hserlactone","NO","YES","MO_046.bin.3",322
"MO_046.c_324.region001","MO_046_c324_001","site2","1","hglE-KS","NO","YES","MO_046.bin.12",2873
"MO_046.c_465.region001","MO_046_c465_001","site2","1","NRPS-like","NO","YES","MO_046.bin.11",849
"MO_046.c_498.region001","MO_046_c498_001","site2","1","TfuA-related","NO","YES","MO_046.bin.9",868
"MO_046.c_6.region001","MO_046_c6_001","site2","1","bacteriocin","YES","YES","MO_046.bin.6",446
"MO_046.c_60.region001","MO_046_c60_001","site2","1","lanthipeptide","YES","YES","MO_046.bin.8",1781
"MO_046.c_690.region001","MO_046_c690_001","site2","1","T3PKS","NO","NO","NA.",1847
"MO_046.c_73.region001","MO_046_c73_001","site2","1","terpene","NO","YES","MO_046.bin.6",1531
"MO_071.c_1000.region001","MO_071_c1000_001","site3","1","NRPS","NO","YES","MO_071.bin.15",1526
"MO_071.c_1020.region001","MO_071_c1020_001","site3","1","hglE-KS","NO","YES","MO_071.bin.23",2644
"MO_071.c_1058.region001","MO_071_c1058_001","site3","1","arylpolyene","NO","YES","MO_071.bin.15",2686
"MO_071.c_1104.region001","MO_071_c1104_001","site3","1","bacteriocin","NO","YES","MO_071.bin.28",1958
"MO_071.c_1152.region001","MO_071_c1152_001","site3","1","terpene","NO","YES","MO_071.bin.28",1478
"MO_071.c_1163.region001","MO_071_c1163_001","site3","1","arylpolyene","NO","YES","MO_071.bin.21",1393
"MO_071.c_120.region001","MO_071_c120_001","site3","1","bacteriocin","YES","YES","MO_071.bin.1",2942
"MO_071.c_1206.region001","MO_071_c1206_001","site3","1","bacteriocin","NO","YES","MO_071.bin.16",311
"MO_071.c_1237.region001","MO_071_c1237_001","site3","1","NRPS","NO","YES","MO_071.bin.23",2671
"MO_071.c_1320.region001","MO_071_c1320_001","site3","1","phosphonate","NO","YES","MO_071.bin.12",123
"MO_071.c_1329.region001","MO_071_c1329_001","site3","1","terpene","NO","YES","MO_071.bin.9",1509
"MO_071.c_1547.region001","MO_071_c1547_001","site3","1","terpene","NO","YES","MO_071.bin.16",1530
"MO_071.c_155.region001","MO_071_c155_001","site3","1","NRPS-like","NO","YES","MO_071.bin.15",342
"MO_071.c_1602.region001","MO_071_c1602_001","site3","1","bacteriocin","NO","YES","MO_071.bin.8",1478
"MO_071.c_1621.region001","MO_071_c1621_001","site3","1","terpene","NO","YES","MO_071.bin.1",1452
"MO_071.c_167.region001","MO_071_c167_001","site3","1","NRPS","NO","YES","MO_071.bin.18",1905
"MO_071.c_1696.region001","MO_071_c1696_001","site3","1","terpene","NO","YES","MO_071.bin.8",1478
"MO_071.c_1758.region001","MO_071_c1758_001","site3","1","terpene","NO","YES","MO_071.bin.21",1447
"MO_071.c_1913.region001","MO_071_c1913_001","site3","1","T3PKS","NO","YES","MO_071.bin.17",348
"MO_071.c_195.region001","MO_071_c195_001","site3","1","terpene","NO","YES","MO_071.bin.12",2786
"MO_071.c_1962.region001","MO_071_c1962_001","site3","1","NRPS-like","NO","YES","MO_071.bin.18",350
"MO_071.c_2007.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_071.bin.6",351
"MO_071.c_2035.region001","MO_071_c2035_001","site3","1","T1PKS","NO","YES","MO_071.bin.4",1916
"MO_071.c_2188.region001","MO_071_c2188_001","site3","1","hglE-KS","NO","YES","MO_071.bin.28",1819
"MO_071.c_219.region001","MO_071_c219_001","site3","1","TfuA-related","NO","YES","MO_071.bin.17",868
"MO_071.c_227.region001","MO_071_c227_001","site3","1","siderophore","NO","YES","MO_071.bin.13",1399
"MO_071.c_2384.region001","MO_071_c2384_001","site3","1","hglE-KS","NO","YES","MO_071.bin.1",2873
"MO_071.c_2510.region001","MO_071_c2510_001","site3","1","hglE-KS","NO","YES","MO_071.bin.1",1421
"MO_071.c_2554.region001","MO_071_c2554_001","site3","1","terpene","NO","YES","MO_071.bin.17",1477
"MO_071.c_2627.region001","MO_071_c2627_001","site3","1","acyl_amino_acids","NO","YES","MO_071.bin.13",1340
"MO_071.c_2654.region001","MO_071_c2654_001","site3","1","T1PKS","NO","YES","MO_071.bin.8",1043
"MO_071.c_2682.region001","MO_071_c2682_001","site3","1","terpene","NO","YES","MO_071.bin.4",1440
"MO_071.c_273.region001","MO_071_c273_001","site3","1","bacteriocin","YES","YES","MO_071.bin.12",446
"MO_071.c_2777.region001","MO_071_c2777_001","site3","1","resorcinol","NO","YES","MO_071.bin.17",363
"MO_071.c_2889.region001","NA.","NA.","NA.","arylpolyene","NO","YES","MO_071.bin.20",364
"MO_071.c_2925.region001","MO_071_c2925_001","site3","1","hglE-KS","NO","YES","MO_071.bin.3",1484
"MO_071.c_3020.region001","MO_071_c3020_001","site3","1","NRPS","NO","YES","MO_071.bin.8",794
"MO_071.c_3087.region001","MO_071_c3087_001","site3","1","terpene","NO","NO","NA.",1504
"MO_071.c_3102.region001","MO_071_c3102_001","site3","1","terpene","NO","YES","MO_071.bin.17",1477
"MO_071.c_3243.region001","MO_071_c3243_001","site3","1","bacteriocin","NO","YES","MO_071.bin.1",63
"MO_071.c_3282.region001","MO_071_c3282_001","site3","1","bacteriocin","NO","YES","MO_071.bin.30",1466
"MO_071.c_33.region001","MO_071_c33_001","site3","1","terpene","NO","YES","MO_071.bin.15",1420
"MO_071.c_335.region001","MO_071_c335_001","site3","1","terpene","NO","YES","MO_071.bin.17",763
"MO_071.c_3416.region001","MO_071_c3416_001","site3","1","T3PKS","NO","YES","MO_071.bin.20",373
"MO_071.c_347.region001","MO_071_c347_001","site3","1","T1PKS","NO","YES","MO_071.bin.8",1976
"MO_071.c_3499.region001","NA.","NA.","NA.","terpene","NO","YES","MO_071.bin.6",375
"MO_071.c_3652.region001","MO_071_c3652_001","site3","1","hglE-KS","NO","YES","MO_071.bin.3",1819
"MO_071.c_3709.region001","MO_071_c3709_001","site3","1","resorcinol","NO","YES","MO_071.bin.17",891
"MO_071.c_3720.region001","MO_071_c3720_001","site3","1","lassopeptide","NO","YES","MO_071.bin.14",378
"MO_071.c_3751.region001","MO_071_c3751_001","site3","1","hglE-KS","NO","YES","MO_071.bin.28",1330
"MO_071.c_3759.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_071.bin.29",380
"MO_071.c_3763.region001","MO_071_c3763_001","site3","1","terpene","NO","YES","MO_071.bin.30",1499
"MO_071.c_3994.region001","MO_071_c3994_001","site3","1","T1PKS","NO","NO","NA.",2697
"MO_071.c_4207.region001","MO_071_c4207_001","site3","1","NRPS-like","NO","YES","MO_071.bin.17",383
"MO_071.c_4225.region001","MO_071_c4225_001","site3","1","NRPS-like","NO","YES","MO_071.bin.30",1451
"MO_071.c_4234.region001","MO_071_c4234_001","site3","1","arylpolyene","NO","YES","MO_071.bin.7",2389
"MO_071.c_4486.region001","MO_071_c4486_001","site3","1","terpene","NO","YES","MO_071.bin.6",386
"MO_071.c_4565.region001","MO_071_c4565_001","site3","1","NAGGN","NO","YES","MO_071.bin.30",23
"MO_071.c_4808.region001","MO_071_c4808_001","site3","1","TfuA-related","NO","YES","MO_071.bin.15",2647
"MO_071.c_4847.region001","MO_071_c4847_001","site3","1","terpene","NO","YES","MO_071.bin.4",1405
"MO_071.c_4878.region001","MO_071_c4878_001","site3","1","NRPS-like","NO","YES","MO_071.bin.31",487
"MO_071.c_509.region001","MO_071_c509_001","site3","1","arylpolyene","NO","YES","MO_071.bin.18",2672
"MO_071.c_5215.region001","MO_071_c5215_001","site3","1","terpene","NO","YES","MO_071.bin.21",452
"MO_071.c_5230.region001","MO_071_c5230_001","site3","1","bacteriocin","NO","NO","NA.",223
"MO_071.c_5302.region001","MO_071_c5302_001","site3","1","bacteriocin","NO","NO","NA.",1701
"MO_071.c_5326.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_071.bin.22",395
"MO_071.c_5374.region001","MO_071_c5374_001","site3","1","terpene","NO","YES","MO_071.bin.8",1478
"MO_071.c_539.region001","MO_071_c539_001","site3","1","NRPS-like","NO","YES","MO_071.bin.9",627
"MO_071.c_551.region001","MO_071_c551_001","site3","1","NRPS","NO","YES","MO_071.bin.21",799
"MO_071.c_552.region001","MO_071_c552_001","site3","1","NRPS","NO","YES","MO_071.bin.23",399
"MO_071.c_5781.region001","MO_071_c5781_001","site3","1","phosphonate","NO","NO","NA.",3130
"MO_071.c_600.region001","MO_071_c600_001","site3","1","TfuA-related","NO","YES","MO_071.bin.17",765
"MO_071.c_6071.region001","MO_071_c6071_001","site3","1","NRPS","NO","NO","NA.",808
"MO_071.c_6160.region001","MO_071_c6160_001","site3","1","NRPS","NO","NO","NA.",2669
"MO_071.c_898.region001","MO_071_c898_001","site3","1","bacteriocin","NO","YES","MO_071.bin.10",1791
"MO_071.c_921.region001","MO_071_c921_001","site3","1","NRPS-like","NO","YES","MO_071.bin.18",1128
"MO_071.c_981.region001","MO_071_c981_001","site3","1","terpene","NO","YES","MO_071.bin.15",1523
"MO_071.c_995.region001","MO_071_c995_001","site3","1","bacteriocin","YES","YES","MO_071.bin.9",1791
"MO_071.c_999.region001","MO_071_c999_001","site3","1","NRPS","NO","YES","MO_071.bin.15",1456
"MO_073.c_1034.region001","MO_073_c1034_001","site3","1","NRPS","NO","YES","MO_073.bin.11",1526
"MO_073.c_1114.region001","MO_073_c1114_001","site3","1","NRPS-like","NO","YES","MO_073.bin.16",410
"MO_073.c_1143.region001","MO_073_c1143_001","site3","1","arylpolyene","NO","YES","MO_073.bin.2",2672
"MO_073.c_1238.region001","MO_073_c1238_001","site3","1","terpene","NO","YES","MO_073.bin.15",1509
"MO_073.c_141.region001","MO_073_c141_001","site3","1","T1PKS","NO","YES","MO_073.bin.10",1322
"MO_073.c_155.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",414
"MO_073.c_1647.region001","MO_073_c1647_001","site3","1","NRPS","NO","YES","MO_073.bin.10",415
"MO_073.c_1671.region001","MO_073_c1671_001","site3","1","bacteriocin","NO","YES","MO_073.bin.6",416
"MO_073.c_1884.region001","MO_073_c1884_001","site3","1","terpene","NO","YES","MO_073.bin.10",1048
"MO_073.c_1957.region001","MO_073_c1957_001","site3","1","NRPS-like","NO","YES","MO_073.bin.4",766
"MO_073.c_1958.region001","MO_073_c1958_001","site3","1","hglE-KS","NO","YES","MO_073.bin.13",1389
"MO_073.c_2037.region001","MO_073_c2037_001","site3","1","terpene","NO","NO","NA.",1119
"MO_073.c_2137.region001","MO_073_c2137_001","site3","1","hglE-KS","NO","YES","MO_073.bin.9",1389
"MO_073.c_222.region001","MO_073_c222_001","site3","1","T1PKS","NO","YES","MO_073.bin.10",1412
"MO_073.c_227.region001","MO_073_c227_001","site3","1","T1PKS","NO","NO","NA.",3145
"MO_073.c_240.region001","MO_073_c240_001","site3","1","phosphonate","NO","YES","MO_073.bin.7",191
"MO_073.c_2459.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_073.bin.6",425
"MO_073.c_2508.region001","MO_073_c2508_001","site3","1","terpene","NO","YES","MO_073.bin.4",1477
"MO_073.c_2543.region001","MO_073_c2543_001","site3","1","T1PKS","NO","YES","MO_073.bin.3",427
"MO_073.c_2736.region001","MO_073_c2736_001","site3","1","NRPS-like","NO","YES","MO_073.bin.10",1047
"MO_073.c_278.region001","MO_073_c278_001","site3","1","bacteriocin","YES","YES","MO_073.bin.1",2942
"MO_073.c_2802.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_073.bin.6",430
"MO_073.c_2809.region001","MO_073_c2809_001","site3","1","arylpolyene","NO","YES","MO_073.bin.4",1393
"MO_073.c_2828.region001","MO_073_c2828_001","site3","1","bacteriocin","NO","YES","MO_073.bin.6",2525
"MO_073.c_292.region001","MO_073_c292_001","site3","1","NAGGN","YES","YES","MO_073.bin.16",23
"MO_073.c_2934.region001","MO_073_c2934_001","site3","1","arylpolyene","NO","YES","MO_073.bin.2",1404
"MO_073.c_295.region001","NA.","NA.","NA.","NRPS","NO","NO","NA.",435
"MO_073.c_2983.region001","MO_073_c2983_001","site3","1","bacteriocin","NO","YES","MO_073.bin.16",1332
"MO_073.c_3190.region001","MO_073_c3190_001","site3","1","T1PKS","NO","NO","NA.",3133
"MO_073.c_3248.region001","MO_073_c3248_001","site3","1","terpene","NO","YES","MO_073.bin.11",1477
"MO_073.c_3428.region001","MO_073_c3428_001","site3","1","hglE-KS","NO","YES","MO_073.bin.9",797
"MO_073.c_3532.region001","MO_073_c3532_001","site3","1","T1PKS","NO","YES","MO_073.bin.10",1626
"MO_073.c_3647.region001","MO_073_c3647_001","site3","1","terpene","NO","NO","NA.",1119
"MO_073.c_3664.region001","MO_073_c3664_001","site3","1","NRPS","NO","YES","MO_073.bin.17",1353
"MO_073.c_3711.region001","MO_073_c3711_001","site3","1","hglE-KS","NO","YES","MO_073.bin.9",797
"MO_073.c_3859.region001","MO_073_c3859_001","site3","1","NRPS","NO","NO","NA.",1885
"MO_073.c_3884.region001","MO_073_c3884_001","site3","1","bacteriocin","NO","YES","MO_073.bin.10",1759
"MO_073.c_46.region001","MO_073_c46_001","site3","1","bacteriocin","YES","YES","MO_073.bin.7",446
"MO_073.c_492.region001","MO_073_c492_001","site3","1","bacteriocin","NO","YES","MO_073.bin.10",447
"MO_073.c_508.region001","MO_073_c508_001","site3","1","bacteriocin","NO","YES","MO_073.bin.13",1958
"MO_073.c_526.region001","MO_073_c526_001","site3","1","NRPS-like","NO","NO","NA.",849
"MO_073.c_543.region001","MO_073_c543_001","site3","1","bacteriocin","NO","YES","MO_073.bin.10",2145
"MO_073.c_548.region001","MO_073_c548_001","site3","1","bacteriocin","NO","NO","NA.",970
"MO_073.c_584.region001","MO_073_c584_001","site3","1","terpene","NO","YES","MO_073.bin.4",452
"MO_073.c_646.region001","MO_073_c646_001","site3","1","TfuA-related","NO","YES","MO_073.bin.4",868
"MO_073.c_695.region001","MO_073_c695_001","site3","1","terpene","NO","YES","MO_073.bin.16",1341
"MO_073.c_707.region001","MO_073_c707_001","site3","1","T1PKS","NO","YES","MO_073.bin.10",1464
"MO_073.c_791.region001","MO_073_c791_001","site3","1","hglE-KS","NO","YES","MO_073.bin.1",1421
"MO_073.c_888.region001","MO_073_c888_001","site3","1","NRPS","NO","YES","MO_073.bin.10",1500
"MO_073.c_901.region001","MO_073_c901_001","site3","1","terpene","NO","YES","MO_073.bin.7",2786
"MO_074.c_0.region001","MO_074_c0_001","site3","1","T3PKS","NO","YES","MO_074.bin.17",2833
"MO_074.c_1007.region001","MO_074_c1007_001","site3","1","NRPS","NO","YES","MO_074.bin.26",1779
"MO_074.c_1076.region001","NA.","NA.","NA.","T1PKS","NO","YES","MO_074.bin.4",461
"MO_074.c_1101.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_074.bin.1",462
"MO_074.c_1169.region001","MO_074_c1169_001","site3","1","NRPS","NO","YES","MO_074.bin.26",1284
"MO_074.c_1195.region001","NA.","NA.","NA.","terpene","NO","YES","MO_074.bin.8",464
"MO_074.c_1211.region001","NA.","NA.","NA.","ladderane","NO","YES","MO_074.bin.26",465
"MO_074.c_1214.region001","MO_074_c1214_001","site3","1","terpene","NO","YES","MO_074.bin.18",1440
"MO_074.c_1229.region001","NA.","NA.","NA.","lanthipeptide","NO","YES","MO_074.bin.26",467
"MO_074.c_124.region001","NA.","NA.","NA.","other","NO","NO","NA.",468
"MO_074.c_1288.region001","MO_074_c1288_001","site3","1","NRPS","NO","NO","NA.",1779
"MO_074.c_129.region001","MO_074_c129_001","site3","1","other","NO","NO","NA.",817
"MO_074.c_1290.region001","MO_074_c1290_001","site3","1","terpene","NO","YES","MO_074.bin.10",1509
"MO_074.c_1316.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_074.bin.26",472
"MO_074.c_1317.region001","MO_074_c1317_001","site3","1","NRPS","NO","YES","MO_074.bin.26",3080
